,Brand,Resolution,Size ,Selling Price in US dollars,Selling Price in Indian Rupees,Original Price in Indian Rupees,Percent Off,Operating System,Rating,clusters,color
677,T-Series,HD LED,40,259.99,19999,28990,31%,Android,4.2,0,salmon colored
678,T-Series,HD LED,40,259.99,19999,28990,31%,Android,4.2,0,salmon colored
679,T-Series,HD LED,40,259.99,19999,28990,31%,Android,4.2,0,salmon colored
680,Samsung,Full HD LED,40,259.08,19929,43476,54%,Tizen,4.3,0,salmon colored
681,LG ,HD LED,32,258.57,19890,27990,29%,Linux,4.3,0,salmon colored
682,Intex ,HD LED,39,257.4,19800,33330,41%,Android,4.2,0,salmon colored
683,Intex ,HD LED,38,257.4,19800,34600,43%,Android,5.0,0,salmon colored
684,Onix ,HD LED,32,257.27,19790,19790,0%,Android,4.2,0,salmon colored
685,LG ,HD LED,32,254.84,19603,26490,26%,Linux,4.4,0,salmon colored
686,Samsung,HD LED,32,254.79,19599,25900,24%,Tizen,4.3,0,salmon colored
687,Thomson,Full HD LED,40,253.49,19499,21499,9%,Android,4.4,0,salmon colored
688,KODAK ,Full HD LED,40,253.49,19499,20999,7%,Android,4.4,0,salmon colored
689,Croma ,HD LED,32,253.37,19490,25000,22%,FireTV OS,4.2,0,salmon colored
690,TCL ,Full HD LED,40,253.36,19489,36419,46%,Linux,4.1,0,salmon colored
691,IMPEX ,HD LED,39,247.51,19039,26350,28%,HomeOS,4.2,0,salmon colored
692,Coocaa ,Full HD LED,42,246.99,18999,48990,61%,Android,4.2,0,salmon colored
693,Micromax,HD LED,39,246.99,18999,24990,24%,Android,3.5,0,salmon colored
694,PHILIPS,HD LED,32,246.99,18999,20990,9%,Android,4.1,0,salmon colored
695,Infinix,Full HD LED,40,246.99,18999,26990,30%,Android,4.2,0,salmon colored
696,MarQ by Flipkart,Full HD LED,40,246.99,18999,29499,36%,Linux,4.3,0,salmon colored
697,PHILIPS,HD LED,32,246.99,18999,20990,9%,Linux,4.0,0,salmon colored
698,VG ,HD LED,39,246.87,18990,26000,27%,Android,4.2,0,salmon colored
699,Micromax,Full HD LED,40,246.87,18990,36663,48%,Android,4.2,0,salmon colored
700,Lloyd ,HD LED,32,242.96,18689,26957,31%,Linux,4.2,0,salmon colored
701,Lloyd ,HD LED,32,242.96,18689,26957,31%,Linux,4.2,0,salmon colored
702,Haier ,HD LED,32,241.67,18590,31090,40%,Android,4.2,0,salmon colored
703,Dyanora,Full HD LED,42,240.49,18499,32999,44%,Android,4.2,0,salmon colored
704,T-Series,Full HD LED,40,240.49,18499,25990,29%,Android,4.2,0,salmon colored
705,Samsung,HD LED,32,240.37,18490,20900,12%,Tizen,4.3,0,salmon colored
706,Hisense,HD LED,32,240.37,18490,24990,26%,Android,4.2,0,salmon colored
707,Samsung,HD LED,32,240.37,18490,22500,18%,Tizen,4.0,0,salmon colored
708,LG ,HD LED,32,239.85,18450,19990,8%,Linux,4.2,0,salmon colored
709,Haier ,HD LED,32,237.77,18290,22990,20%,Android,4.0,0,salmon colored
710,MOTOROLA,HD LED,32,233.99,17999,21799,17%,Android,4.3,0,salmon colored
711,realme ,Full HD LED,32,233.99,17999,23999,25%,Android,4.2,0,salmon colored
712,Onida,Full HD LED,40,233.99,17999,29990,40%,Android,4.1,0,salmon colored
713,Samsung,HD LED,32,233.99,17999,23890,25%,Tizen,4.2,0,salmon colored
714,Thomson,Full HD LED,43,233.99,17999,26999,33%,Android,4.2,0,salmon colored
715,VG ,HD LED,39,233.99,17999,31000,42%,Android,4.2,0,salmon colored
716,AISEN  ,HD LED,40,233.87,17990,24990,28%,Android,3.3,0,salmon colored
717,AISEN  ,Full HD LED,32,233.87,17990,31900,44%,Android,4.2,0,salmon colored
718,CloudWalker,HD LED,32,233.86,17989,17990,0%,Android,4.3,0,salmon colored
719,Akai ,HD LED,32,227.5,17500,23190,25%,Android,4.2,0,salmon colored
720,LG ,HD LED,32,227.49,17499,21990,20%,Linux,4.4,0,salmon colored
721,TOSHIBA,HD LED,32,227.49,17499,18990,8%,VIDAA,4.3,0,salmon colored
722,Hisense,HD LED,32,227.49,17499,17990,3%,Android,4.2,0,salmon colored
723,Samsung,HD LED,32,227.49,17499,20900,16%,Tizen,4.3,0,salmon colored
724,CloudWalker,Full HD LED,43,227.49,17499,32990,47%,Android,4.3,0,salmon colored
725,Thomson,HD LED,32,220.99,16999,16999,0%,Android,4.1,0,salmon colored
726,HUIDI ,HD LED,40,220.99,16999,27999,39%,Android,4.0,0,salmon colored
727,Vu,Full HD LED,40,220.99,16999,32175,47%,Android,4.4,0,salmon colored
728,Vu,Full HD LED,40,220.99,16999,27000,37%,Linux,4.4,0,salmon colored
729,Sansui ,HD LED,32,220.87,16990,20990,19%,Linux,4.1,0,salmon colored
730,JVC,HD LED,32,220.87,16990,21000,19%,Android,4.1,0,salmon colored
731,Micromax,HD LED,32,218.73,16825,23990,30%,Android,4.3,0,salmon colored
732,MURPHY ,Full HD LED,32,218.39,16799,17999,7%,Android,2.6,0,salmon colored
733,Nokia ,HD LED,32,214.49,16499,19999,18%,Android,4.3,0,salmon colored
734,TCL ,HD LED,32,214.49,16499,29990,45%,Android,4.2,0,salmon colored
735,BPL ,HD LED,32,214.49,16499,27000,39%,Android,3.7,0,salmon colored
736,T-Series,HD LED,32,214.49,16499,18990,13%,Android,3.9,0,salmon colored
737,RGL ,Full HD LED,39,214.37,16490,29990,45%,HomeOS,3.9,0,salmon colored
738,G-TEN ,Full HD LED,43,214.37,16490,47990,66%,Android,3.8,0,salmon colored
739,Lloyd ,HD LED,31,214.31,16485,22990,28%,Linux,4.3,0,salmon colored
740,Samsung,HD LED,32,211.77,16290,16400,1%,Tizen,4.3,0,salmon colored
741,OnePlus,HD LED,32,207.99,15999,19999,20%,Android,4.3,0,salmon colored
742,Mi ,HD LED,32,207.99,15999,15999,0%,Android,4.4,0,salmon colored
743,Candes ,Full HD LED,40,207.99,15999,29990,47%,Android,4.1,0,salmon colored
744,Candes ,Full HD LED,40,207.99,15999,29990,47%,Android,4.1,0,salmon colored
745,Candes ,Full HD LED,40,207.99,15999,29990,47%,Android,4.1,0,salmon colored
746,Candes ,Full HD LED,40,207.99,15999,29990,47%,Android,4.1,0,salmon colored
747,Candes ,Full HD LED,40,207.99,15999,29990,47%,Android,4.1,0,salmon colored
748,Blaupunkt,Full HD LED,43,207.99,15999,32000,50%,Android,4.2,0,salmon colored
749,Blaupunkt,Full HD LED,40,207.99,15999,28000,43%,Android,4.1,0,salmon colored
750,T-Series,HD LED,32,207.99,15999,20990,24%,Android,4.2,0,salmon colored
751,Micromax,HD LED,32,207.87,15990,22990,30%,Android,4.2,0,salmon colored
752,Onix ,HD LED,32,207.87,15990,16990,6%,Android,4.2,0,salmon colored
753,Croma ,HD LED,32,207.87,15990,20000,20%,Android,4.2,0,salmon colored
754,T-Series,HD LED,32,207.87,15990,16990,6%,Linux,4.2,0,salmon colored
755,G-TEN ,HD LED,40,207.87,15990,35890,55%,Android,3.7,0,salmon colored
756,Samsung,Full HD LED,32,207.87,15990,34900,54%,Tizen,4.2,0,salmon colored
757,Haier ,HD LED,39,207.87,15990,31999,50%,Android,4.3,0,salmon colored
758,VG ,HD LED,32,207.87,15990,20500,22%,Android,4.2,0,salmon colored
759,Sharp ,HD LED,32,207.87,15990,22500,29%,Linux,3.0,0,salmon colored
760,Adsun,HD LED,39,204.09,15699,21999,29%,Android,3.8,0,salmon colored
761,Power Guard,HD LED,32,203.45,15650,28990,46%,Android,4.2,0,salmon colored
762,LG ,HD LED,24,202.18,15552,16900,8%,Linux,2.0,0,salmon colored
763,Mi ,HD LED,32,201.49,15499,19999,23%,Android,4.3,0,salmon colored
764,Power Guard,HD LED,32,201.49,15499,24990,38%,Android,4.2,0,salmon colored
765,TCL ,HD LED,32,201.49,15499,22990,33%,Android,4.2,0,salmon colored
766,Dyanora,HD LED,40,201.49,15499,23999,35%,Android,2.4,0,salmon colored
767,KODAK ,Full HD LED,40,201.49,15499,31990,52%,Android,4.3,0,salmon colored
768,TCL ,HD LED,32,201.49,15499,25990,40%,Linux,4.1,0,salmon colored
769,Sansui ,HD LED,32,198.77,15290,20990,27%,Linux,4.2,0,salmon colored
770,Sansui ,HD LED,32,198.77,15290,20990,27%,Linux,4.2,0,salmon colored
771,Samsung,HD LED,32,197.73,15210,27900,45%,Tizen,4.3,0,salmon colored
772,Samsung,HD LED,24,197.6,15200,15200,0%,Tizen,4.2,0,salmon colored
773,TCL ,HD LED,32,195.0,15000,29990,50%,Android,4.2,0,salmon colored
774,Mi ,HD LED,32,194.99,14999,19999,25%,Android,4.4,0,salmon colored
775,Mi ,HD LED,32,194.99,14999,19999,25%,Android,4.3,0,salmon colored
776,Mi ,HD LED,32,194.99,14999,14999,0%,Android,4.4,0,salmon colored
777,Acer,HD LED,32,194.99,14999,22990,35%,Android,3.9,0,salmon colored
778,Micromax,HD LED,32,194.99,14999,27990,46%,Android,4.1,0,salmon colored
779,Vu,HD LED,32,194.99,14999,15000,0%,Android,4.3,0,salmon colored
780,CloudWalker,Full HD LED,39,194.99,14999,26990,44%,Android,4.2,0,salmon colored
781,Acer,HD LED,32,194.99,14999,22990,35%,Android,3.9,0,salmon colored
782,Croma ,HD LED,32,194.87,14990,25000,40%,FireTV OS,4.2,0,salmon colored
783,G-TEN ,Full HD LED,43,194.87,14990,38990,62%,Android,3.5,0,salmon colored
784,Onida,HD LED,32,194.87,14990,25000,40%,Android,4.1,0,salmon colored
785,Lloyd ,HD LED,32,194.87,14990,19990,25%,Linux,4.3,0,salmon colored
786,Onix ,HD LED,39,194.87,14990,26349,43%,Android,3.7,0,salmon colored
787,LG ,HD LED,24,192.02,14771,15900,7%,Linux,4.4,0,salmon colored
788,LG ,HD LED,24,188.44,14495,14500,0%,Linux,4.4,0,salmon colored
789,TCL ,HD LED,32,186.41,14339,22990,38%,Android,4.3,0,salmon colored
790,SONY ,HD LED,32,182.3,14023,25900,46%,Android,4.4,0,salmon colored
791,realme ,HD LED,32,181.99,13999,17999,22%,Android,4.3,0,salmon colored
792,Acer,HD LED,32,181.99,13999,19990,30%,Android,3.9,0,salmon colored
793,Micromax,HD LED,32,181.99,13999,24990,44%,Android,3.7,0,salmon colored
794,Vu,HD LED,32,181.99,13999,19000,26%,Android,4.3,0,salmon colored
795,Compaq ,HD LED,32,181.99,13999,15999,13%,Android,4.2,0,salmon colored
796,Croma ,HD LED,32,181.92,13994,20000,30%,Android,3.6,0,salmon colored
797,Croma ,HD LED,32,181.92,13994,20000,30%,Android,3.6,0,salmon colored
798,iFFALCON by TCL,HD LED,32,181.87,13990,18990,26%,Android,4.2,0,salmon colored
799,Samsung,HD LED,32,181.87,13990,28900,52%,Tizen,4.5,0,salmon colored
800,MURPHY ,Full HD LED,32,181.87,13990,14999,7%,Unknown,3.7,0,salmon colored
801,LG ,HD LED,28,181.29,13945,17990,22%,Linux,4.4,0,salmon colored
802,LG ,Full HD LED,22,181.13,13933,14500,4%,Linux,4.6,0,salmon colored
803,Adsun,HD LED,39,178.09,13699,22999,40%,Android,3.8,0,salmon colored
804,Thomson,HD LED,32,175.49,13499,15499,13%,Android,4.4,0,salmon colored
805,MarQ by Flipkart,HD LED,32,175.49,13499,15499,13%,Android,4.1,0,salmon colored
806,Power Guard,HD LED,32,172.9,13300,19990,33%,Android,4.2,0,salmon colored
807,Power Guard,HD LED,32,172.9,13300,19990,33%,HomeOS,4.2,0,salmon colored
808,Micromax,HD LED,32,172.89,13299,19900,33%,Android,4.4,0,salmon colored
809,Lloyd ,HD LED,24,171.6,13200,14990,12%,Linux,2.5,0,salmon colored
810,realme ,HD LED,32,168.99,12999,21999,41%,Android,4.3,0,salmon colored
811,KODAK ,HD LED,32,168.99,12999,18499,30%,Android,4.4,0,salmon colored
812,Blaupunkt,HD LED,32,168.99,12999,19499,33%,Android,4.4,0,salmon colored
813,G-TEN ,HD LED,40,168.99,12999,26350,51%,Android,3.9,0,salmon colored
814,JVC,HD LED,24,168.99,12999,12999,0%,Android,3.8,0,salmon colored
815,Micromax,HD LED,32,168.87,12990,25075,48%,Android,4.0,0,salmon colored
816,MURPHY ,Full HD LED,32,168.87,12990,16990,24%,Unknown,4.2,0,salmon colored
817,AISEN  ,HD LED,32,168.87,12990,13990,7%,Android,4.2,0,salmon colored
818,G-TEN ,HD LED,32,168.87,12990,19990,35%,Android,3.8,0,salmon colored
819,Intex ,HD LED,32,165.09,12699,27990,55%,Android,3.6,0,salmon colored
820,TOSHIBA,HD LED,32,162.49,12499,14990,17%,VIDAA,4.4,0,salmon colored
821,T-Series,HD LED,32,162.49,12499,14990,17%,Linux,3.7,0,salmon colored
822,Dyanora,HD LED,32,162.49,12499,18999,34%,Android,4.2,0,salmon colored
823,Coocaa ,HD LED,32,162.49,12499,25990,52%,Android,4.2,0,salmon colored
824,T-Series,HD LED,32,162.49,12499,17990,31%,Linux,4.2,0,salmon colored
825,LG ,Full HD LED,22,161.89,12453,13500,8%,Linux,4.1,0,salmon colored
826,Infinix,HD LED,32,155.99,11999,17999,33%,Android,4.2,0,salmon colored
827,Thomson,HD LED,32,155.99,11999,14499,17%,Android,4.4,0,salmon colored
828,Thomson,HD LED,32,155.99,11999,14990,20%,Android,4.1,0,salmon colored
829,Samsung,HD LED,32,155.99,11999,21900,45%,Tizen,4.4,0,salmon colored
830,CloudWalker,HD LED,32,155.99,11999,19990,40%,Android,4.3,0,salmon colored
831,Micromax,HD LED,24,155.99,11999,13490,11%,Android,3.9,0,salmon colored
832,Power Guard,HD LED,24,155.99,11999,14990,20%,Android,4.2,0,salmon colored
833,realme ,HD LED,32,155.99,11999,21999,45%,Linux,4.3,0,salmon colored
834,LumX ,HD LED,32,155.87,11990,26900,55%,Android,3.7,0,salmon colored
835,LumX ,HD LED,32,155.87,11990,23900,50%,Android,4.2,0,salmon colored
836,KODAK ,HD LED,32,149.49,11499,20990,45%,Android,4.3,0,salmon colored
837,KODAK ,HD LED,32,149.49,11499,15999,28%,Android,4.1,0,salmon colored
838,IMPEX ,HD LED,32,148.07,11390,18190,37%,HomeOS,4.7,0,salmon colored
839,DETEL ,HD LED,32,146.9,11300,23999,53%,Android,3.9,0,salmon colored
840,Candes ,HD LED,32,146.89,11299,22690,50%,Android,3.9,0,salmon colored
841,RGL ,HD LED,32,146.77,11290,16990,34%,HomeOS,3.7,0,salmon colored
842,Lloyd ,HD LED,32,143.0,11000,20990,48%,Linux,3.7,0,salmon colored
843,Coocaa ,HD LED,32,142.99,10999,36990,70%,Android,4.2,0,salmon colored
844,Dyanora,HD LED,32,142.99,10999,15999,31%,Android,4.3,0,salmon colored
845,HUIDI ,HD LED,32,142.99,10999,18599,41%,Android,4.0,0,salmon colored
846,Vu,HD LED,32,142.99,10999,18000,39%,Android,4.4,0,salmon colored
847,Croma ,HD LED,32,142.87,10990,20000,45%,Android,4.8,0,salmon colored
848,Power Guard,HD LED,24,142.87,10990,12990,15%,HomeOS,4.2,0,salmon colored
849,PHILIPS,HD LED,32,140.92,10840,24990,57%,Android,4.1,0,salmon colored
850,Sansui ,HD LED,24,136.5,10500,14900,30%,Android,4.2,0,salmon colored
851,Micromax,HD LED,32,136.49,10499,19990,47%,Android,4.3,0,salmon colored
852,MarQ by Flipkart,HD LED,32,136.49,10499,18499,43%,Linux,4.3,0,salmon colored
853,MarQ by Flipkart,HD LED,32,129.99,9999,19999,50%,Unknown,4.3,0,salmon colored
854,Candes ,HD LED,24,129.99,9999,17990,44%,Android,4.1,0,salmon colored
855,Candes ,HD LED,24,129.99,9999,17990,44%,Android,4.1,0,salmon colored
856,Candes ,HD LED,24,129.99,9999,17990,44%,Android,4.1,0,salmon colored
857,Candes ,HD LED,24,129.99,9999,17990,44%,Android,4.1,0,salmon colored
858,Blaupunkt,HD LED,32,129.99,9999,22000,55%,Android,4.1,0,salmon colored
859,IMPEX ,HD LED,32,129.99,9999,16990,41%,HomeOS,3.6,0,salmon colored
860,T-Series,HD LED,24,129.87,9990,12990,23%,Android,4.2,0,salmon colored
861,RGL ,HD LED,24,129.87,9990,12990,23%,HomeOS,4.0,0,salmon colored
862,G-TEN ,HD LED,32,129.87,9990,17990,44%,Android,4.3,0,salmon colored
863,Adsun,HD LED,32,127.39,9799,21999,55%,Android,3.8,0,salmon colored
864,HUIDI ,HD LED,32,123.49,9499,16599,43%,Android,4.0,0,salmon colored
865,MarQ by Flipkart,Full HD LED,32,123.49,9499,16499,42%,Unknown,4.3,0,salmon colored
866,AISEN  ,HD LED,24,116.87,8990,9990,10%,Android,4.2,0,salmon colored
867,Micromax,HD LED,22,115.7,8900,10000,11%,Android,4.2,0,salmon colored
868,Adsun,HD LED,32,113.09,8699,16999,49%,Android,3.8,0,salmon colored
869,Candes ,HD LED,24,113.09,8699,15990,46%,Android,3.9,0,salmon colored
870,TCL ,HD LED,40,112.83,8679,29990,71%,HomeOS,4.0,0,salmon colored
871,Skyworth,HD LED,24,112.57,8659,12490,31%,Unknown,3.0,0,salmon colored
872,Thomson,HD LED,24,110.49,8499,10499,19%,Android,4.1,0,salmon colored
873,KODAK ,HD LED,24,110.49,8499,10499,19%,Android,4.0,0,salmon colored
874,Onida,HD LED,24,108.67,8359,13490,38%,Android,4.2,0,salmon colored
875,Sharp ,HD LED,24,106.86,8220,14990,45%,Linux,3.7,0,salmon colored
876,Lloyd ,HD LED,24,105.34,8103,15990,49%,Linux,3.7,0,salmon colored
877,Dyanora,HD LED,24,103.99,7999,10999,27%,Android,4.3,0,salmon colored
878,Blaupunkt,HD LED,32,103.99,7999,18000,56%,Android,4.2,0,salmon colored
879,IMPEX ,HD LED,24,103.99,7999,12990,38%,HomeOS,4.4,0,salmon colored
880,Croma ,HD LED,24,103.87,7990,15000,47%,Android,4.2,0,salmon colored
881,DETEL ,HD LED,32,101.83,7833,21999,64%,Android,4.2,0,salmon colored
882,Haier ,HD LED,32,100.61,7739,19990,61%,Android,4.0,0,salmon colored
883,HUIDI ,HD LED,24,97.49,7499,10999,32%,Android,4.0,0,salmon colored
884,Maser ,HD LED,24,97.49,7499,7999,6%,Unknown,3.8,0,salmon colored
885,TCL ,HD LED,24,97.49,7499,11990,37%,HomeOS,4.0,0,salmon colored
886,MarQ by Flipkart,HD LED,24,97.49,7499,14999,50%,Unknown,4.2,0,salmon colored
887,MURPHY ,HD LED,24,97.37,7490,12990,42%,Unknown,3.0,0,salmon colored
888,Dektron,HD LED,20,96.19,7399,9999,26%,Linux,4.2,0,salmon colored
889,LumX ,HD LED,24,94.77,7290,17900,59%,Android,4.3,0,salmon colored
890,Dektron,HD LED,24,90.99,6999,10999,36%,Linux,4.3,0,salmon colored
891,Dektron,HD LED,22,90.99,6999,10999,36%,Linux,4.2,0,salmon colored
892,MarQ by Flipkart,Full HD LED,24,90.99,6999,11499,39%,Unknown,4.3,0,salmon colored
893,TCL ,HD LED,24,90.22,6940,15490,55%,HomeOS,4.2,0,salmon colored
894,Adsun,HD LED,24,88.39,6799,10999,38%,Android,3.8,0,salmon colored
895,LG ,HD LED,24,87.95,6765,13490,50%,Linux,4.3,0,salmon colored
896,PHILIPS,Full HD LED,22,86.44,6649,12990,49%,Unknown,3.9,0,salmon colored
897,KRISONS,HD LED,20,85.79,6599,7999,18%,Android,4.2,0,salmon colored
898,Micromax,HD LED,20,84.47,6498,10590,39%,Android,4.2,0,salmon colored
899,Micromax,Full HD LED,24,80.33,6179,13390,54%,Android,4.2,0,salmon colored
900,TCL ,HD LED,32,80.16,6166,19990,69%,HomeOS,4.2,0,salmon colored
901,Blaupunkt,HD LED,24,77.99,5999,11000,45%,Android,4.1,0,salmon colored
902,Micromax,HD LED,24,75.3,5792,11990,52%,Android,4.3,0,salmon colored
903,Dektron,HD LED,19,71.49,5499,8999,39%,Linux,4.2,0,salmon colored
904,KRISONS,HD LED,19,71.49,5499,7999,31%,Android,4.2,0,salmon colored
905,KRISONS,HD LED,17,71.49,5499,6999,21%,Android,4.2,0,salmon colored
906,RGL ,Full HD LED,22,71.37,5490,9990,45%,HomeOS,3.9,0,salmon colored
907,RGL ,Full HD LED,24,70.97,5459,12000,55%,HomeOS,3.9,0,salmon colored
908,Micromax,HD LED,20,69.73,5364,10990,51%,Android,4.1,0,salmon colored
909,RGL ,Full HD LED,21,67.6,5200,9420,45%,HomeOS,3.9,0,salmon colored
910,RGL ,Full HD LED,21,67.6,5200,9420,45%,HomeOS,3.9,0,salmon colored
911,RGL ,Full HD LED,20,63.04,4849,8990,46%,HomeOS,3.9,0,salmon colored
